Name,Organisation,Country,Pays,URL,Description,Location,Latitude,Longitude
Servicio Nacional De Geología Y Minería,Chile,Chile,Chili,http://sernageomin.cl,,"-33.4333,-70.6667",-33.4333,-70.6667
Chile's Transparency Board Opendata,El Consejo para la Transparencia,Chile,Chili,http://www.consejotransparencia.cl/consejo/site/edic/base/port/pcatalogo.html,OpenData catalog by the Chile's Transparency Board,"-30,-71",-30,-71
Criik,Ciudadano Inteligente Www.ciudadanointeligente.org,Chile,Chili,http://www.criik.com/,,"-14.6048471551,-57.65625",-14.60484716,-57.65625
Datos.gob.cl,Gobierno De Chile (chile Government),Chile,Chili,http://www.data.gov.cl/,"Official Chile government open data site.

From the beta welcome message:

Welcome to datos.gob

This beta version of the site has been developed as part of our Open Government policies designed to promote a more transparent and participatory state.

Currently the site contains a limited set of datasets available under Creative Commons. We are working on the publication of progressively more data in open formats, so your comments and suggestions are vital to help us improve this platform and bring it to more users.","-33.3587068216,-69.7702217102",-33.35870682,-69.77022171
Mcp,China,China,Chine,http://219.238.166.215/mcp/,,"35.0000,103.0000",35,103
Census And Statistics Department,Hong Kong,China,Chine,http://censtatd.gov.hk,,"22.2670,114.1880",22.267,114.188
Cgn,China,China,Chine,http://cgn.ac.cn,,"35.0000,103.0000",35,103
China Meteorological Administration,China,China,Chine,http://cma.gov.cn/,,"35.0000,103.0000",35,103
Hong Kong Open Data,Hong Kong,China,Chine,http://gov.hk/en/theme/psi,,"22.2670,114.1880",22.267,114.188
Chinese Government Public Information Online,Chinese Government,China,Chine,http://govinfo.nlc.gov.cn/,Integration of the Chinese Government Public Information Service Platform,"39.9390731,116.1172755",39.9390731,116.1172755
Hong Kong Observatory,Hong Kong,China,Chine,http://hko.gov.hk,,"22.2670,114.1880",22.267,114.188
International Union Of Geological Scientists,International Organizations,China,Chine,http://iugs.org/,,"39.9390731,116.1172755",39.9390731,116.1172755
Lands Department,Hong Kong,China,Chine,http://landsd.gov.hk,,"22.2670,114.1880",22.267,114.188
Fengyun Satellite Data Center,China,China,Chine,http://satellite.cma.gov.cn/portalsite/data/satellite.aspx,,"35.0000,103.0000",35,103
Meteorological And Geophysical Bureau,Macao,China,Chine,http://smg.gov.mo/,,"22.1667,113.5500",22.1667,113.55
National Bureau Of Statistics Of China,China,China,Chine,http://stats.gov.cn,,"35.0000,103.0000",35,103
Dalian Municipal Government Information Service,China,China,Chine,http://zwgk.dl.gov.cn/,,"38.9208,121.6392",38.9208,121.6392
Data Gov HK,Hong Kong Government,China,Chine,https://data.gov.hk/en,Data.One is the Hong Kong Government Open Data portal,"22.2855225818,114.157691002",22.28552258,114.157691
National Administrative Department Of Statistics,Colombia,Colombia,Colombie,http://dane.gov.co,,"4.5833,-74.0667",4.5833,-74.0667
Columbia Government Open Data,Colombia,Colombia,Colombie,http://datosabiertoscolombia.cloudapp.net/frm/buscador/frmbuscador.aspx,,"4.5833,-74.0667",4.5833,-74.0667
"Instituto De Hidrología, Meteorología Y Estudios Ambientales",Colombia,Colombia,Colombie,http://ideam.gov.co/,,"4.5833,-74.0667",4.5833,-74.0667
Instituto Geográfico Nacional Agustin Codazzi,Colombia,Colombia,Colombie,http://igac.gov.co,,"4.5833,-74.0667",4.5833,-74.0667
Servicio Geológico Colombiana,Colombia,Colombia,Colombie,http://sgc.gov.co,,"4.5833,-74.0667",4.5833,-74.0667
African Development Bank Group Open Data,Comoros,Comoros,Comores,http://comoros.opendataforafrica.org/,,"-11.6833,43.2667",-11.6833,43.2667
The Network For The Geological And Mining References,"Congo, Democratic Republic Of The","Congo, Democratic Republic Of The",République démocratique du Congo,http://drcmining.org/,,"-2.8800,23.6560",-2.88,23.656
Democratic Republic Of The Congo Open Data,"Congo, Democratic Republic Of The","Congo, Democratic Republic Of The",République démocratique du Congo,http://drcongo.opendataforafrica.org/,,"-2.8800,23.6560",-2.88,23.656
Agence Nationale De Météorologie Et De Télédétection Par Satellite,"Congo, Democratic Republic Of The","Congo, Democratic Republic Of The",République démocratique du Congo,http://meteo-congo-kinshasa.net/,,"-2.8800,23.6560",-2.88,23.656
Centre National De La Statistique Et Des Etudes Economiques,"Congo, Republic Of","Congo, Republic Of",République du Congo,http://cnsee.org,,"-1.4400,15.5560",-1.44,15.556
Direction De La Météorologie Nationale,"Congo, Republic Of","Congo, Republic Of",République du Congo,http://meteo congo,,"-1.4400,15.5560",-1.44,15.556
African Development Bank Group Open Data,"Congo, Republic Of","Congo, Republic Of",République du Congo,http://rcongo.opendataforafrica.org/,,"-1.4400,15.5560",-1.44,15.556
Cook Islands Meteorological Service,Cook Islands,Cook Islands,Îles Cook,http://cookislands.pacificweather.org/,,"-21.2000,-159.7667",-21.2,-159.7667
Cook Islands Statistics Office,Cook Islands,Cook Islands,Îles Cook,http://mfem.gov.ck,,"-21.2000,-159.7667",-21.2,-159.7667
Population And Housing Census,Costa Rica,Costa Rica,Costa Rica,http://censos.ccp.ucr.ac.cr,,"9.9333,-84.0833",9.9333,-84.0833
Costa Rica Open Data,Costa Rica,Costa Rica,Costa Rica,http://datosabiertos.gob.go.cr,,"9.9333,-84.0833",9.9333,-84.0833
Instituto Meteorológico Nacional,Costa Rica,Costa Rica,Costa Rica,http://imn.ac.cr/,,"9.9333,-84.0833",9.9333,-84.0833
Instituto Nacional De Estadística Y Censos,Costa Rica,Costa Rica,Costa Rica,http://inec.go.cr,,"9.9333,-84.0833",9.9333,-84.0833
Instituto Geográfico Nacional,Costa Rica,Costa Rica,Costa Rica,http://snitcr.go.cr,,"9.9333,-84.0833",9.9333,-84.0833
Association Of European Geological Societies,European Union,Croatia,Croatie,http://aegs.it,,"42.6457558,18.0765484",42.6457558,18.0765484
Croatian Gazetteer Service,Croatia,Croatia,Croatie,http://cgn.dgu.hr/,,"45.8000,16.0000",45.8,16
Bureau Of Statistics,Croatia,Croatia,Croatie,http://dzs.hr,,"45.8000,16.0000",45.8,16
Crotian Geological Society,Croatia,Croatia,Croatie,http://geologija.hr/,,"45.8000,16.0000",45.8,16
Geoportal,Croatia,Croatia,Croatie,http://geoportal.dgu.hr,,"45.8000,16.0000",45.8,16
Zg Geoportal,Croatia,Croatia,Croatie,http://geoportal.zagreb.hr,,"45.8167,15.9833",45.8167,15.9833
Hrvatski Geloski Institut,Croatia,Croatia,Croatie,http://hgi-cgs.hr,,"45.8000,16.0000",45.8,16
Meteorological And Hydrological Service,Croatia,Croatia,Croatie,http://meteo.hr,,"45.8000,16.0000",45.8,16
Censo De Poblacion Y Viviendas,Cuba,Cuba,Cuba,http://cubagob.cu/otras_info/censo,,"22.0000,-79.5000",22,-79.5
Nstituto De Meteorología,Cuba,Cuba,Cuba,http://insmet.cu/,,"22.0000,-79.5000",22,-79.5
National Statistics Office,Cuba,Cuba,Cuba,http://one.cu,,"22.0000,-79.5000",22,-79.5
Geological Survey Department,Cyprus,Cyprus,Chypre,http://moa.gov.cy/gsd,,"35.0000,33.0000",35,33
Meteorological Service,Cyprus,Cyprus,Chypre,http://moa.gov.cy/ms,,"35.0000,33.0000",35,33
Statistics Service,Cyprus,Cyprus,Chypre,http://mof.gov.cy/mof/cystat/statistics.nsf,,"35.0000,33.0000",35,33
Czech Hydrometeorological Institute,Czech Republic,Czech Republic,République Tchèque,http://chmi.cz,,"49.7500,15.7500",49.75,15.75
Czech Republic Open Data,Czech Republic,Czech Republic,République Tchèque,http://cz.ckan.net/,,"49.7500,15.7500",49.75,15.75
Czech Statistical Office,Czech Republic,Czech Republic,République Tchèque,http://czso.cz,,"49.7500,15.7500",49.75,15.75
Czech Geological Society,Czech Republic,Czech Republic,République Tchèque,http://geologickaspolecnost.cz,,"49.7500,15.7500",49.75,15.75
Research Institute Of Geodesy,Czech Republic,Czech Republic,République Tchèque,http://vugtk.cz,,"49.7500,15.7500",49.75,15.75
Danish Data Catalogue,National It & Telecom Agency (ministry Of Science),Denmark,Danemark,http://data.digitaliser.dk,Danish Public Data Catalogue,"56,1",56,10
Copenhagen Data,Copenhagen Municipality,Denmark,Danemark,http://data.kk.dk/,,"55.7200,12.5700",55.72,12.57
Danish Meteorological Institute,Denmark,Denmark,Danemark,http://dmi.dk,,"55.7200,12.5700",55.72,12.57
Danmark Statistik,Denmark,Denmark,Danemark,http://dst.dk,,"55.7200,12.5700",55.72,12.57
Geus,Denmark,Denmark,Danemark,http://geus.dk,,"55.7200,12.5700",55.72,12.57
Map Supply - Geodatastyrelsens,Denmark,Denmark,Danemark,http://kortforsyningen.dk,,"55.7200,12.5700",55.72,12.57
Danish Government Open Data,Denmark,Denmark,Danemark,http://odaa.dk,,"55.7200,12.5700",55.72,12.57
African Development Bank Group Open Data,Djibouti,Djibouti,Djibouti,http://dhibouti.opendataforafrica.org/,,"11.5883,43.1450",11.5883,43.145
Direction Nationale De La Statistique,Djibouti,Djibouti,Djibouti,http://ministere-finances.dj/statist.htm,,"11.5883,43.1450",11.5883,43.145
Dominica Meteorological Services,Dominica,Dominica,Dominique,http://weather.gov.dm/,,"15.4167,-61.3333",15.4167,-61.3333
Ministry Of Energy & Mines,Dominican Republic,Dominican Republic,République Dominicaine,http://dgm.gov.do,,"19.0000,-70.6667",19,-70.6667
Ministry Of Education And Human Resource Development,Dominican Republic,Dominican Republic,République Dominicaine,http://dominica.gov.dm/education-and-human-resource-development,,"19.0000,-70.6667",19,-70.6667
Oficina Nacional De Meteorologiá,Dominican Republic,Dominican Republic,République Dominicaine,http://onamet.gov.do/,,"19.0000,-70.6667",19,-70.6667
Encuesta Nacional De Hogares De Propósitos Múltiples,Dominican Republic,Dominican Republic,République Dominicaine,http://one.gov.do,,"19.0000,-70.6667",19,-70.6667
Dirrecão Nacional Meteorologia E Geofisica,Timor-leste,East Timor,Timor Oriental,http://dnmg.gov.tl/,,"-8.5667,125.5667",-8.5667,125.5667
General Directorate Of Statistics,Timor-leste,East Timor,Timor Oriental,http://statistics.gov.tl,,"-8.5667,125.5667",-8.5667,125.5667
Transparency Data,Timor-leste,East Timor,Timor Oriental,http://transparency.gov.tl,,"-8.5667,125.5667",-8.5667,125.5667
Ministerio De Educación,Ecuador,Ecuador,Équateur,http://educacion.gob.ec,,"-0.1500,-78.3500",-0.15,-78.35
Instituto Nacional De Meteorología E Hidrología,Ecuador,Ecuador,Équateur,http://inamhi.gob.ec/,,"-0.1500,-78.3500",-0.15,-78.35
Estadistico Instituto Nacional De Estadística Y Censos,Ecuador,Ecuador,Équateur,http://inec.gob.ec/estadisticas/,,"-0.1500,-78.3500",-0.15,-78.35
Central Agency For Mobilization And Statistics,Egypt,Egypt,Égypte,http://capmas.gov.eg,,"26.0000,30.0000",26,30
Egyptian Geological Survey And Mining Authority (egsma),Egypt,Egypt,Égypte,http://egsma.gov.eg,,"26.0000,30.0000",26,30
Egytian Government Open Data,Egypt,Egypt,Égypte,http://egypt.gov.eg/english/general/open_gov_data_initiative.aspx,,"26.0000,30.0000",26,30
Egypt Survey Authority,Egypt,Egypt,Égypte,http://esa.gov.eg,,"26.0000,30.0000",26,30
The Egyptian Meteorological Authority,Egypt,Egypt,Égypte,http://nwp.gov.eg/,,"26.0000,30.0000",26,30
National Registration Center,El Salvador,El Salvador,Salvador,http://cnr.gob.sv,,"13.6667,-89.1667",13.6667,-89.1667
Direccion General De Estadstica Y Censos,El Salvador,El Salvador,Salvador,http://digestyc.gob.sv,,"13.6667,-89.1667",13.6667,-89.1667
Ministry Of Education,El Salvador,El Salvador,Salvador,http://mined.gob.sv,,"13.6667,-89.1667",13.6667,-89.1667
Servicio Nacional De Estudios Territoriales,El Salvador,El Salvador,Salvador,http://snet.gob.sv/,,"13.6667,-89.1667",13.6667,-89.1667
Isle Of Man - Agriculture Statistics,Isle Of Man,England,Angleterre,http://gov.im/about-the-government/departments/environment-food-and-agriculture/agriculture-directorate/agriculture-statistics/,,"54.2500,-4.5000",54.25,-4.5
Isle Of Man Census,Isle Of Man,England,Angleterre,http://gov.im/categories/home-and-neighbourhood/census/,,"54.2500,-4.5000",54.25,-4.5
Birmingham Open Data,Birmingham City Council,England,Angleterre,http://www.birmingham.gov.uk/open-data,Official list of links by the council,"52.4804802434,-1.89823150635",52.48048024,-1.898231506
Datagm,Greater Manchester Organisations,England,Angleterre,http://www.datagm.org.uk,"Greater Manchester Datastore

Official site for the Manchester borough councils, fire and police services.

Coordinated by Trafford Council in partnership with FutureEverything and OKF. Runs on CKAN with a custom theme.","53.4809464284,-2.23743438721",53.48094643,-2.237434387
Trafford Open Data,Borough of Trafford,England,Angleterre,http://www.trafford.gov.uk/opendata,Borough of Trafford (UK) Open Data Catalog,"53.4166667,-2.3333333",53.4166667,-2.3333333
Dirección General De Estadística Y Cuentas Nacionales,Equatorial Guinea,Equatorial Guinea,Guinée Équatoriale,http://dgecnstat-ge.org,,"3.45000,8.55000",3.45,8.55
"Ministry Of Mines, Industry And Energy",Equatorial Guinea,Equatorial Guinea,Guinée Équatoriale,http://equatorialoil.com,,"3.45000,8.55000",3.45,8.55
African Development Bank Group Open Data,Equatorial Guinea,Equatorial Guinea,Guinée Équatoriale,http://equinea.opendataforafrica.org/,,"3.45000,8.55000",3.45,8.55
African Development Bank Group Open Data,Eritrea,Eritrea,Érythrée,http://eritria.opendataforafrica.org/,,"15.3333,38.9167",15.3333,38.9167
Place Names Board Of Estonia,Estonia,Estonia,Estonie,http://eki.ee/knn,,"59.0000,26.0000",59,26
Estonian Weather Service,Estonia,Estonia,Estonie,http://ilmateenistus.ee/,,"59.0000,26.0000",59,26
Estonian Government Open Data,Estonia,Estonia,Estonie,http://opendata.ee,,"59.0000,26.0000",59,26
Statistics Estonia,Estonia,Estonia,Estonie,http://stat.ee/en,,"59.0000,26.0000",59,26
Central Statistics Agency,Ethiopia,Ethiopia,Éthiopie,http://csa.gov.et,,"59.0000,26.0000",59,26
National Meteorological Services Agency,Ethiopia,Ethiopia,Éthiopie,http://ethiomet.gov.et/,,"59.0000,26.0000",59,26
African Development Bank Group Open Data,Ethiopia,Ethiopia,Éthiopie,http://ethiopia.opendataforafrica.org/,,"59.0000,26.0000",59,26
Geological Survey Of Ethiopia,Ethiopia,Ethiopia,Éthiopie,http://gse.gov.et,,"59.0000,26.0000",59,26
European Climate Assessment & Dataset,European Union,European Union,Union Européenne,http://eca.knmi.nl/,,"50.8500,4.3500",50.85,4.35
European Commission Eurostat,European Union,European Union,Union Européenne,http://epp.eurostat.ec.europa.eu/portal/page/portal/statistics/themes,,"50.8500,4.3500",50.85,4.35
European University Institute: Eu Open Data Portal,European Union,European Union,Union Européenne,http://eui.eu/research/library/researchguides/economics/statistics/dataportal/euopendataportal.aspx,,"50.8500,4.3500",50.85,4.35
Ess-eric,European Union,European Union,Union Européenne,http://europeansocialsurvey.org/data/,,"50.8500,4.3500",50.85,4.35
European Space Agency - Copernicus Space Component Data Access,European Union,European Union,Union Européenne,http://gmesdata.esa.int,,"50.8500,4.3500",50.85,4.35
European Open Data,European Union,European Union,Union Européenne,http://open-data.europa.eu/en/data/,,"50.8500,4.3500",50.85,4.35
Semantic Interoperability Centre Europe,European Union,European Union,Union Européenne,http://semic.eu/semic/view/snav/assetrepository.xhtml,,"50.8500,4.3500",50.85,4.35
Engage European Open Data,European Union,European Union,Union Européenne,http://www.engagedata.eu/opendatasites,,"50.8500,4.3500",50.85,4.35
Fiji Meteorological Service,Fiji,Fiji,Fidji,http://met.gov.fj/,,"-18.0000,179.0000",-18,179
Bureau Of Statistics,Fiji,Fiji,Fidji,http://statsfiji.gov.fj,,"-18.0000,179.0000",-18,179
Statistics And Research Aland,Aland Islands,Finland,Finlande,http://asub.ax,,"60.10000,019.93333",60.1,19.93333
Jyväskylä Open Data,Finland,Finland,Finlande,http://data.jyvaskyla.fi,,"62.2417,25.7417",62.2417,25.7417
Laatua Verkkoon (finland) Catalog,Laatua Verkkoon,Finland,Finlande,http://data.suomi.fi,Link list (and placeholder for future catalog) to Finnish data resources. Launched 2009. Update 20/10/2015: not online anymore,"64,26",64,26
Finish Transport Agency Api,Finland,Finland,Finlande,http://developer.matka.fi,,"64.0000,26.0000",64,26
Tampere Public Transport - Api,Finland,Finland,Finlande,http://developer.publictransport.tampere.fi,,"61.5000,23.7667",61.5,23.7667
The Data Hub Suomi,Okf Finland / Henri Ahti,Finland,Finlande,http://fi.thedatahub.org/,Open Data portal for Finland,"64,26",64,26
Geological Survey Of Finland,Finland,Finland,Finlande,http://gtk.fi,,"64.0000,26.0000",64,26
City Statistical Office And The City Archives,Finland,Finland,Finlande,http://hel.fi/hki/tieke/en/etusivu,,"60.1708,24.9375",60.1708,24.9375
Helsinki Region Infoshare,Finland,Finland,Finlande,http://hri.fi,,"60.1708,24.9375",60.1708,24.9375
Finnish Meteorological Institute,Finland,Finland,Finlande,http://ilmatieteenlaitos.fi,,"64.0000,26.0000",64,26
Research Institute For The Languages Of Finland - Names Of Countries In Seven Languages,Finland,Finland,Finlande,http://kaino.kotus.fi/maidennimet/index.php?h=en,,"64.0000,26.0000",64,26
National Land Survey Of Finland,Finland,Finland,Finlande,http://maanmittauslaitos.fi,,"64.0000,26.0000",64,26
Oulu Open Data,Finland,Finland,Finlande,http://ouka.fi/oulu/english/open-data,,"65.0167,25.4667",65.0167,25.4667
Lounais-suomi (southwest) Finland,Finland,Finland,Finlande,http://paikkatietokeskus.lounaispaikka.fi/fi/aineistot/,,"60.50000,22.75000",60.5,22.75
Helsinki Regional Transport Open Data/api,Finland,Finland,Finlande,http://reittiopas.fi,,"60.1708,24.9375",60.1708,24.9375
Tampere Open Data,Finland,Finland,Finlande,http://tampere.fi/avoindata,,"61.5000,23.7667",61.5,23.7667
Helsinki Region Infoshare,Forum Virium Helsinki And City Of Helsinki Urban Facts,Finland,Finlande,http://www.hri.fi,"Helsinki Region Infoshare -datacatalogue offers open data from the Greater Helsinki region in Finland. The majority of the entries in the catalog are small static files containing statistical data about the region. These were added in the first wave when the service was set up. There is also several high quality APIs in the catalog for example from Helsinki Region Transport and Helsinki Metropolitan Area Public Libraries.

Powered by CKAN & Wordpress

Launched March 2011","51.5140107618,-0.14945268631",51.51401076,-0.1494526863
Statistics Finland,Finland,Finland,Finlande,http://www.stat.fi,,"64.0000,26.0000",64,26
"MENESR (Ministère de l'Education Nationale, de l'Enseignement Supérieur et de la Recherche)","MENESR (Ministère de l'Education Nationale, de l'Enseignement Supérieur et de la Recherche)",France,France,http://data.enseignementsup-recherche.gouv.fr/,,"48.85341,2.3488",48.85341,2.3488
Ville d'Agen Données Publiques,Ville d'Agen,France,France,https://data.agen.fr/,,"44.2010925,0.6126554",44.2010925,0.6126554
ERDF Open Data,ERDF,France,France,https://data.erdf.fr/page/accueil/,,"48.85341,2.3488",48.85341,2.3488
Infolocale,Infolocale,France,France,http://data.infolocale.fr/,,"48.85341,2.3488",48.85341,2.3488
Infogreffe Open Data,Infogreffe,France,France,http://datainfogreffe.fr/,Open data portal gathering data about French companies,"48.85341,2.3488",48.85341,2.3488
Alpes-de-Haute-Provence Open Data,ADT (Agence de Développement Touristique) Alpes-de-Haute-Provence,France,France,http://tourisme04.opendatasoft.com/,,"44.1637708,5.6711165",44.1637708,5.6711165
Pas-de-Calais Open Data,ADT (Agence de Développement Touristique) Pas-de-Calais,France,France,http://tourisme62.opendatasoft.com/,,"50.5127888,1.8101079",50.5127888,1.8101079
Bistrot de Pays,Bistrot de Pays,France,France,http://bistrotdepays.opendatasoft.com/,,"48.85341,2.3488",48.85341,2.3488
Navitia.io Open Data Transport,Keolis / Kisio Digital,France,France,https://navitia.opendatasoft.com,Open Data mobility and transportation,"48.85341,2.3488",48.85341,2.3488
RATP Open Data,RATP,France,France,http://data.ratp.fr/,Open Data mobility and transportation,"48.85341,2.3489",48.85341,2.3488
SNCF Open Data,SNCF,France,France,https://data.sncf.com/,Open Data mobility and transportation,"48.85341,2.3490",48.85341,2.3488
STAR Open Data,STAR,France,France,https://data.explore.star.fr,Open Data mobility and transportation,"48.1159675,-1.7235597",48.1159675,-1.7235597
STIF Open Data,STIF,France,France,http://opendata.stif.info/,Open Data mobility and transportation,"48.85341,2.3490",48.85341,2.3488
The French Geological Survey,France,France,France,http://brgm.fr,,"47.0000,2.0000",47,2
Grand Lyon Data Catalog,Grand Lyon,France,France,http://catalogue.data.grandlyon.com/,Geodata catalogue for the Lyon metropolitan area.,"45.7609,4.8367",45.7609,4.8367
Département Manche,France,France,France,http://conseil.general.manche.fr/open-data.asp,,"49.0500,1.2500",49.05,1.25
Brittany,France,France,France,http://data-tourisme-bretagne.com,,"48.0000,-3.0000",48,-3
Côtes-d'armor,France,France,France,http://data-tourisme-cotesdarmor.com,,"48.3333,2.8333",48.3333,2.8333
Angers Loire Metropol Data Catalog,France,France,France,http://data.angers.fr/,,"47.4736,-0.5542",47.4736,-0.5542
French Government Open Data,France,France,France,http://data.gouv.fr/,,"47.0000,2.0000",47,2
Metz Métropole,France,France,France,http://data.gouv.fr/fr/organizations/metz-metropole/,,"49.1203,6.1778",49.1203,6.1778
Ville De Saint-malo,France,France,France,http://data.gouv.fr/fr/organizations/ville-de-saint-malo/,,"48.6481,-2.0075",48.6481,-2.0075
Toulouse Métropole Open Data,Communauté Urbaine Du Grand Toulouse,France,France,https://data.toulouse-metropole.fr,France's city of Toulouse's Area OpenData store,"43.6042618681,1.44367218018",43.60426187,1.44367218
Île-de-france Open Data,France,France,France,http://data.iledefrance.fr,,"48.5000,2.5000",48.5,2.5
Ville De Issy-les-moulineaux,France,France,France,http://data.issy.com,,"48.82389,2.27000",48.82389,2.27
Lacub Open Data Bordeaux,Communauté Urbaine De Bordeaux,France,France,http://data.lacub.fr/,"Open Data portal of the Urban Community of Bordeaux.

The Cub has a lot of data of interest to a wide audience, in the areas of transportation, travel, water, sanitation, housing, environment, etc.

The Cub has decided to provide free public data available to citizens, associations, businesses, researchers, so they can reuse them to create innovative digital services (mobile applications, information systems, web portals , etc.).","44.8638282,-0.6561807",44.8638282,-0.6561807
Department Loire-atlantique Open Data,Departement Loire-atlantique,France,France,http://data.loire-atlantique.fr/,Launched April 2012. LOAD (Loire Atlantique Ouverture des Donnees).,"47.153189,-1.610725",47.153189,-1.610725
Nantes Ouverture Des Données,Mairie De Nantes,France,France,http://data.nantes.fr,France's city of Nantes Area OpenData store,"47.2172508194,-1.55336380005",47.21725082,-1.5533638
Région Pays De La Loire,France,France,France,http://data.paysdelaloire.fr,,"47.4667,-0.8333",47.4667,-0.8333
Bouche-rhone / Provence Data Portal,Departement Bouche-rhone,France,France,http://data.visitprovence.com/,"Launched April 2012. Tourism oriented data sets only.
","43.5409158,4.7416373",43.5409158,4.7416373
Aquitaine Regional Council Open Data,France,France,France,http://datalocale.fr,,"44.5833,-0.0000",44.5833,0
Boundaries Of Administrative Divisions In France,France,France,France,http://github.com/gregoiredavid/france-geojson,,"47.0000,2.0000",47,2
National Institittue Of Statistics And Economic Studies,France,France,France,http://insee.fr,,"47.0000,2.0000",47,2
Le Mans Open Data,France,France,France,http://lemans.fr/page.do?t=2&uuid=16cb26c7-550ea533-5ae8381b-d7a64af8,,"48.0077,0.1984",48.0077,0.1984
Météo-france Polynesie Francaise,French Polynesia,France,France,http://meteo.pf/,,"-17.5333,-149.5667",-17.5333,-149.5667
Meteo France,France,France,France,http://meteofrance.com,,"47.0000,2.0000",47,2
Département De La Moselle,France,France,France,http://moselleopendata.fr/,,"49.0339,6.6619",49.0339,6.6619
Mulhouse Open Data,France,France,France,http://mulhouse.fr/fr/les-donnees/,,"47.7500,7.3400",47.75,7.34
Région Alsace,France,France,France,http://opendata.alsace.fr,,"48.5000,7.5000",48.5,7.5
Région Auvergne,France,France,France,http://opendata.auvergne.fr,,"45.3333,3.0000",45.3333,3
Open Data Ville De Bordeaux,Ville De Bordeaux,France,France,http://opendata.bordeaux.fr/,"Open Data portal of the City of Bordeaux, France","44.8638282,-0.6561807",44.8638282,-0.6561807
Ville De Brocas,France,France,France,http://opendata.brocas.fr,,"44.0447,-0.5339",44.0447,-0.5339
Opendata Corsica,France,France,France,http://opendata.corse.fr,,"42.1500,9.0833",42.15,9.0833
Ville De Nancy,France,France,France,http://opendata.grand-nancy.org,,"48.6936,6.1846",48.6936,6.1846
French Department Hauts De Seine Open Data,France,France,France,http://opendata.hauts-de-seine.net/,,"48.8333,2.2000",48.8333,2.2
La Rochelle Open Data,France,France,France,http://opendata.larochelle.fr,,"46.1591,-1.1517",46.1591,-1.1517
Territoire Montpellier Numérique - Données Publiques Ouvertes,Mairie De Montpellier,France,France,http://opendata.montpelliernumerique.fr,France's city of Montpellier's Area OpenData store,"43.61092,3.87723",43.61092,3.87723
Open Data De Nice Côte D'azur,France,France,France,http://opendata.nicecotedazur.org,,"43.6653,7.2150",43.6653,7.215
Région Nord-pas-de-calais,France,France,France,http://opendata.nordpasdecalais.fr,,"50.525,2.9",50.525,2.9
Parisdata,Mairie De Paris,France,France,http://opendata.paris.fr,France's capital Paris OpenData store,"48.85341,2.3488",48.85341,2.3488
Open Paca,France,France,France,http://opendata.regionpaca.fr,,"44.0764,5.9745",44.0764,5.9745
Département Maine-et-loire,France,France,France,http://opendata49.fr,,"47.4500,0.6000",47.45,0.6
French Department Saône-et-loire Open Data,France,France,France,http://opendata71.fr/,,"46.6667,4.7000",46.6667,4.7
Département Loir-et-cher,France,France,France,http://pilote41.fr,,"47.2667,0.6667",47.2667,0.6667
Versailles Open Data,France,France,France,http://siteopendataversailles.cloudapp.net/,,"48.8044,2.1232",48.8044,2.1232
Spc - Wallis And Futuna,Wallis And Futuna,France,France,http://spc.int/prism/wf,,"-13.3000,-176.2000",-13.3,-176.2
Ville De Strasbourg,France,France,France,http://strasbourg.eu/fr/ma-situation/professionnel/open-data,,"48.58333,7.75000",48.58333,7.75
Data Publica,Data Publica,France,France,http://www.data-publica.com/,"Repository of French data including public files found on the web, scraped data, and commercial data from private companies.

Contact: via <http://www.data-publica.com/content/contact-us/>.","46,2",46,2
Data.gouv.fr,French Etalab Mission,France,France,http://www.data.gouv.fr/,,"46,2",46,2
Rennes Métropole Open Data,Rennes Métropole,France,France,http://www.data.rennes-metropole.fr,France's city of Renne's Area OpenData store,"48.111981,-1.674291",48.111981,-1.674291
Opendata Locale Gironde-aquitaine,Conseil Général De La Gironde,France,France,http://www.datalocale.fr/,Mutualised OpenData store for France's departments of Gironde and region of Aquitaine,"44.9166667,-0.5",44.9166667,-0.5
L'open Data Le Mans,Ville du Mans,France,France,http://www.lemans.fr/page.do?t=2&uuid=16CB26C7-550EA533-5AE8381B-D7A64AF8,Public datasets related to the City of Le Mans,"48,0.2",48,0.2
Nosdonnées.fr,Regards Citoyens,France,France,http://www.nosdonnees.fr,"A community driven catalogue for citizen based open data in France, relying on CKAN and operated by [Regards Citoyens](http://www.regardscitoyens.org/).","46,2",46,2
La Rochelle,City Of La Rochelle,France,France,http://www.opendata.larochelle.fr/,City data portal of La Rochelle. Launched 23 May 2012.,"46.1666667,-1.15",46.1666667,-1.15
Opendata71,Conseil Général De La Saône-et-loire,France,France,http://www.opendata71.fr/,France's department of Saône-et-Loire's OpenData store,"46.6666667,4.5",46.6666667,4.5
African Development Bank Group Open Data,Gabon,Gabon,Gabon,http://gabon.opendataforafrica.org/,,"0.3833,9.4500",0.3833,9.45
Direction Générale Des Statistiques Du Gabon,Gabon,Gabon,Gabon,http://stat-gabon.org,,"0.3833,9.4500",0.3833,9.45
Department Of State For Education,Gambia,Gambia,Gambie,http://dugambia.gm,,"13.4667,-16.6000",13.4667,-16.6
African Development Bank Group Open Data,Gambia,Gambia,Gambie,http://gambia.opendataforafrica.org/,,"13.4667,-16.6000",13.4667,-16.6
Gambia Bureau Of Statistics,Gambia,Gambia,Gambie,http://gbos.gm,,"13.4667,-16.6000",13.4667,-16.6
